Nome Contratado,Quantidade_Orgao,Total_Contratos
ATLAS EQUIPAMENTOS LTDA,1,1299.5000
ATN CONSTRUCOES E LOCACOES LTDA,1,1329172.4400
ATOM TECNOLOGIA EM INFORMACAO LTDA,1,434275.0000
ATOMED PRODUTOS MEDICOS E DE AUXILIO HUMANO LTDA,1,75286.4200
ATRATIVA SERVICE LTDA,1,595589.5200
AUDICEIA DAS GRACAS MACIEL FERRARI,1,25755.0000
AUGUSTO CESAR MAKOUL GASPERIN,1,10286.3900
AUGUSTUS TERCEIRIZACAO LTDA,1,679327.2800
AUTENTICA EDITORA LTDA,1,1016878.4700
AUTO MECANICA VANILDA CAR LTDA,1,4546678.9700
AUTO SUTURE DO BRASIL LTDA.,1,51200.0000
AUTO Z PECAS E SERVICOS LTDA,1,14850.0000
AV. EDICOES E SERVICOS LTDA,1,641699.2700
AVANTI SOLUCOES E TECNOLOGIA LTDA,1,17259.6000
AMAZONTECHNOLOGY INSTALACAO E MANUTENCAO ELETRICA LTDA,1,6575000.0000
AMBIENTE AR CONDICIONADO LTDA,1,557000.0000
AMBIENTEC SOLUCOES EM RESIDUOS LTDA,1,251143.0000
AMBSERV TRATAMENTO DE RESIDUOS LTDA,1,721.8000
AMELIA DE CASSIA GUEIROS DA SILVA,1,20000.0000
AMERICANA3D EQUIPAMENTOS ELETRONICOS  E MATERIAIS PLASTICOS LTDA,1,53399.9500
AMF EDITORA E DESIGN LTDA,1,858982.5100
AAMED COMERCIO DE EQUIPAMENTOS LTDA,1,54000.0000
AB ENGENHARIA LTDA,1,468718.2100
ABACATTE EDITORIAL LTDA,1,580010.7100
39.778.580 DANIELLA CUNHA DE ANDRADE,1,253213.5700
AGIR EDITORA LTDA.,1,451682.4600
"BIANCODENT EQUIPAMENTOS LABORATORIAIS, MEDICOS E ODONTOLOGICOS LTDA",1,28500.0000
BICHO COLETIVO DESIGN E ARQUITETURA LTDA,1,379699.1000
BID COMERCIAL LTDA,1,296456.2800
BIO EXAMES LABORATORIO DE ANALISES CLINICAS LTDA,1,100000.0000
"BIOMAX COMERCIO, IMPORTACAO E REPRESENTACOES DE PRODUTOS MEDICO-HOSPITALARES LTD",1,130160.0000
BIOMOVEMENT AMBIENTAL LTDA,1,32500.0000
BIOPLASMA PRODUTOS PARA LABORATORIOS E CORRELATOS LTDA,1,114528.0000
BIOTEC SOLUCAO AMBIENTAL INDUSTRIA E COMERCIO LTDA,1,11125000.0000
BIOXXI SERVICOS DE ESTERILIZACAO LTDA,1,55000.0000
BISCHOFF & CIA LTDA,1,288385.0000
BK CONSULTORIA E SERVICOS LTDA,1,3921535.7300
BL EDIFICACOES LTDA,1,4188840.0000
BL NESHER TRANSPORTES E LOGISTICA LTDA,1,8900.0000
BLANVER FARMOQUIMICA E FARMACEUTICA S.A.,1,52704000.0000
BLAU FARMACEUTICA S.A.,1,2665880.6000
BLESSED COMERCIAL LTDA,1,181500.0000
BMP RAIL PARTS LTDA,1,739689.0000
BMS TREINAMENTOS EMPRESARIAIS LTDA,1,120600.0000
BNB COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,1,1311.7500
BOA VIAGEM DISTRIBUIDORA DE LIVROS LTDA,1,1315316.2900
BOA VISTA CONSTRUCOES LTDA,1,632919.0300
BOCIANOSKI COMERCIO DE LIVROS E REVISTAS LTDA,1,257913.1100
BOING COMERCIO ATACADISTA DE MATERIAIS LTDA,1,560.2700
BOM BINI EDITORA E ASSESSORIA LTDA,1,785978.3200
BOM DE LER EDITORA LTDA,1,695271.2100
BONFIM & ARRUDA LTDA,1,1612875.0000
BOOK EDITORA E DISTRIBUIDORA DE LIVROS LTDA,1,691872.5800
BORBA PROVEDOR LTDA,1,1318.8000
BOX EDITORA LTDA,1,1452865.5500
BQ VONTAE ARQUITETURA E ENGENHARIA LTDA,1,2300.0000
"BR ALL COMERCIO, SERVICOS E ALIMENTACAO LTDA",1,4000526.6000
BRAFILTROS COMERCIO DE FILTROS INDUSTRIAIS LTDA,1,72921.6800
BRANORTE SERVICOS LTDA,1,113199.8500
BRASCON GESTAO AMBIENTAL LTDA,1,365300.0000
BARBIERI & RODRIGUES LTDA,1,100000.0000
BARRA LIVRE EVENTOS E PROMOCOES LTDA,1,280000.0000
BARRETO SERVICOS DE PERFURACAO DE POCO LTDA,1,64653600.0000
BARRFAB INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS HOSPITALARES,1,120200.0000
BARROS MIRANDA MONITORAMENTO E TERCEIRIZACAO LTDA,1,720728.0800
BARUC SERVICOS E REPRESENTACOES LTDA,1,20790.0000
BATUR BAHIA TRANSPORTES E TURISMO LTDA,1,702814.4800
BAYER S.A.,1,5202.5000
BAYLE CONSTRUCOES LTDA,1,64135.2000
BCG CONSTRUCAO CIVIL LTDA,1,144460.0000
BECBOOKS SOLUCOES EDUCACIONAIS LTDA,1,1266871.3900
BECKER'S ENGENHARIA LTDA,1,201598.0000
BECKMAN COULTER DO BRASIL COMERCIO E IMPORTACAO DE PRODUTOS DE LABORATORIO LTDA,1,98700.0000
BAHIA CESTAS LTDA,1,109058.4000
BAHIA COMERCIO E SERVICOS LTDA,1,36802.7000
BAHIA MATERIAIS PARA CONSTRUCAO LTDA,1,5135.0400
BAIAO EDITORA LTDA,1,182265.9400
BAKOF PLASTICOS LTDA,1,130005325.0000
BAMBOLE EDITORA E LIVRARIA LTDA,1,614793.5500
BANCO CITIBANK S A,1,510103125.0000
APPROACH TECNOLOGIA LTDA,1,8973300.0000
APUI TAXI AEREO S/A,1,400000.0000
AQUILA TRANSPORTE DE CARGAS LTDA,1,1369717.0000
AR EXECUCAO DE SERVICOS E COMERCIO LTDA,1,432093.5700
AR RP CERTIFICACAO DIGITAL LTDA,1,7685.0000
AR SUL AR CONDICIONADO LTDA,1,84457.2000
AR2 SERVICOS E MANUTENCAO PREDIAL LTDA.,1,3893350.8000
AYLLON EDITORA LTDA,1,509149.9800
AZEHEB INDUSTRIA DE EQUIPAMENTOS LTDA,1,87538.3500
AZEREDO REMOCOES DE PACIENTES LTDA,1,779908.9200
B DA SILVA AMARAL LTDA,1,15300.0000
B.LOTTI MOVIMENTACAO DE CARGAS LTDA,1,11279.8400
B.S. COMERCIO E INSTALACAO DE MOVEIS EM GERAL LTDA,1,58000.0000
B.V. EQUIPAMENTOS DE PROTECAO LTDA,1,123750.0000
B3M CONSTRUTORA LTDA,1,557388.3300
GOIASLIMP SERVICOS GERAIS LTDA,1,258719.6300
GOLD SERVICE VIGILANCIA E SEGURANCA LTDA,1,280332.7200
GOLDCOM TELECOMUNICACOES LTDA,1,457771.6800
GOMES & AZEVEDO LTDA,1,5044625.9300
GONCALVES S A INDUSTRIA GRAFICA,1,1971090.0000
GOOD SAFE COMERCIO E SERVICOS DE COFRES E SISTEMAS DE SEGURANCA LTDA,1,1.0000
GOTHERM ENGENHARIA TERMICA LTDA,1,798000.0000
GP EMISSAO INSTANTANEA E GESTAO DE DOCUMENTOS LTDA,1,95760.0000
GPA NUTRICAO E ALIMENTACAO LTDA,1,3655.3200
GR COMERCIO E PRESTACAO DE SERVICOS LTDA,1,763114.1000
GR GOMES & RENCK RADIOLOGIA LTDA,1,225000.0000
GRAFICA E EDITORA ALMEIDA LTDA,1,22440.0000
GRAFICA EDITORA FORMULARIOS CONTINUOS E ETIQUETAS F & F LTDA,1,70190.0000
GRAFICA OCEANO LTDA,1,1127482.2000
GRANA 298 DISTRIBUIDORA DE ALIMENTOS LTDA,1,2545.1000
GRAPHISOFT BRASIL SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA.,1,39000.0000
GREEN AIR AR CONDICIONADO LTDA,1,279907.0000
GRG TECH ASSESSORIA EM INFORMATICA LTDA,1,900000.0000
GRIFOLS BRASIL LTDA,1,74377.0000
GRIPP CLIN SERVICOS MEDICOS LTDA,1,160000.0000
GROSS CONSTRUCOES LTDA,1,800000.0000
GRUA LIVROS LTDA.,1,452318.7300
GRUPO MORESCHI SUPERMERCADOS LTDA,1,26199.6600
GRUPO NILDO SANEAMENTO E CONSTRUCAO LTDA,1,1197.0000
GTF COMERCIO DE PECAS E SERVICOS LTDA,1,2036978.1700
GTMAX TECNOLOGIA EM ELETRONICA LTDA,1,19600.0000
GUAIMBE CONSTRUTORA LTDA,1,1409875.5000
GUALBERTO GOMES ANALISES CLINICAS SOCIEDADE SIMPLES,1,15000.0000
GUANABARA COMERCIO E SERVICOS DE MECANICA DE MAQUINAS E EQUIPAMENTOS LTDA,1,227247.8800
GUARANI CLIMATIZACAO COMERCIO E SERVICOS LTDA,1,19799.2600
GUARANY INDUSTRIA E COMERCIO LTDA,1,49500.0000
GUIA DOS CURIOSOS COMUNICACOES LTDA,1,647202.2600
GUILHERME BICALHO CIVINELLI DE ALMEIDA,1,67021.3900
GUSTAVO NEUMANN BRAUN,1,19713.8000
GUTENBERG DISTRIBUIDORA DE LIVROS LTDA,1,652124.3900
H & K FONOAUDIOLOGIA E FISIOTERAPIA LTDA,1,100000.0000
H O TRANSPORTES LTDA - ME,1,98387.3000
H STRATTNER E CIA LTDA,1,77783.9000
H. M. DE ALMEIDA LTDA,1,92000.0000
H.M.T.X. SERVICOS DE FISIOTERAPIA S/S LTDA,1,1200000.0000
H3N DESENVOLVIMENTOS ELETRONICOS LTDA,1,40000.0000
HAND LIFE SUPRIMENTOS MEDICOS E FISIOTERAPICOS LTDA,1,6859.0000
HARD SOLUTION INFORMATICA LTDA,1,72999.9600
HARPERCOLLINS BRASIL HOLDINGS PARTICIPACOES SOCIETARIAS LTDA,1,1165841.7600
HAZA CONSTRUCOES DE EDIFICIOS LTDA,1,350109.0100
HBENTO SERVICOS EM SAUDE LTDA,1,600000.0000
HC SERVICOS E PROJETOS LIMITADA,1,13997.5000
HCC- PROJETOS ELETRICOS S/A,1,1734080.5600
HEALTH SOLUTIONS COMERCIO E SERVICOS LTDA,1,1429880.0000
HEMATO - SERVICOS DE HEMOTERAPIA LTDA,1,300000.0000
HEMOCAT COMERCIO E IMPORTACAO LTDA,1,16800.0000
HEMOCLINICA CLINICA DE HEMATOLOGIA E HEMOTERAPIA LTDA,1,23960.0100
HEX INFORMATICA LTDA,1,260000.0000
HIDRO VILHENA POCOS ARTESIANOS LTDA,1,710922.8000
HIPERLINK COMERCIO E SERVICO LTDA,1,267887.7300
HIRT COMERCIO DE PECAS LTDA,1,89998.9700
HOBECO SUDAMERICANA LTDA,1,30818.4900
HOLDING CONSTRUCOES E SERVICOS LTDA,1,318063.9800
HOSPILAB HOSPITALAR LTDA,1,21647.5900
HOSPITAL  MISERICORDIA  DE  SANTOSDUMONT,1,9188624.6400
HOSPITAL CONSULT IMAGEM E DIAGNOSTICO LTDA,1,550000.0000
HOSPITAL DE OLHOS FRANCISCO VILAR LTDA,1,200000.0000
HOSPITAL DE OLHOS SANTA LUZIA LTDA,1,500000.0000
HOSPITAL DE OLHOS VELLOSO LTDA,1,850000.0000
HOSPITAL E CLINICA DAS VIAS URINARIAS LTDA,1,260000.0000
HOSPITAL OTORRINO LTDA,1,350000.0000
HOSPITAL PORTO DIAS LTDA,1,1200000.0000
HOSPITALAR GERENCIAMENTO DE SAUDE LTDA,1,990000.0000
HOSPLIFE COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA,1,9700.0000
HPE AUTOMOTORES DO BRASIL LTDA,1,255000.0000
HRMA CONSULTORIA TECNICA DE ENGENHARIA LTDA,1,30000.0000
"HS ALIMENTACAO, HOSPEDAGEM, COMERCIO E SERVICOS LTDA.",1,77973.8400
HSF COMERCIAL LTDA,1,788099.4400
HWN ENGENHARIA LTDA,1,65499557.8500
I9 SERVICOS ESPECIALIZADOS LTDA,1,274800.3300
I9 SOLUTIONS - SOLUCOES COMERCIAIS E GESTAO DE TRANSPORTE LTDA,1,15951.6000
I9 TECNOLOGIA E PARTICIPACOES LTDA,1,374400.0000
IACIT SOLUCOES TECNOLOGICAS S.A.,1,6348931.0000
IAGO JACOME BRAZ CONCEICAO,1,60855.3600
IANE MARTINS CABRAL,1,100000.0000
IBEP - INSTITUTO BRASILEIRO DE EDICOES PEDAGOGICAS LTDA,1,622042.9700
ICP ELEVADORES SERVICOS E COMERCIO LTDA,1,25188.0000
ICR3 CIENTIFICA COMERCIO E REPRESENTACOES LTDA,1,140000.0000
IDEIAS TURISMO LTDA,1,132001.6400
IDEXX BRASIL LABORATORIOS LTDA.,1,11992.0000
IGOR FEITOSA DOS SANTOS,1,24225.4700
IGOR VITOI CANGUSSU,1,67021.3900
IJ SOM PRODUCOES E EVENTOS LTDA,1,26600.0000
IKAROS SERVICOS DE SEGURANCA LTDA,1,444750.2400
ILHA CONSTRUCOES LTDA,1,2063684.7000
ILHA SERVICE TECNOLOGIA E SERVICOS LTDA,1,1403997.6000
G3 COMERCIO E SERVICOS LTDA,1,51612.0000
G8 ARMARINHOS LTDA,1,104700.0000
G9 MULTISERVICE SISTEMAS DE LIMPEZA LTDA,1,1902248.7400
GALVAO SOLUCOES EMPRESARIAIS LTDA,1,65000.0000
GARCIA E GARCIA PRODUCOES LTDA,1,1247564.8200
GARTNER DO BRASIL SERVICOS DE PESQUISAS LTDA.,1,960000.0000
GASTROCLINIC NASCIMENTO - PRESTACAO DE SERVICOS MEDICOS LTDA,1,990000.0000
GAUDI EDITORIAL LTDA,1,842928.2900
GC EDITORA LTDA,1,370552.0300
GCCON ENGENHARIA E ARQUITETURA LTDA,1,436021.7700
GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARE,1,251777.2800
GEDILCO BROETTO,1,12411.0300
GEFORCE SINOP LTDA,1,12000.0000
GELSON DOS SANTOS,1,44413.3100
GENAP EMPREENDIMENTOS LTDA,1,69900.0000
GENERAL INSTRUMENTS ENGENHARIA REPRESENTACOES E COMERCIO LTDA,1,91997.0200
GENILSON DOS SANTOS BELAU,1,56159.2300
GENNESIS ENGENHARIA E CONSULTORIA LTDA,1,14935064.9200
FUNDACAO IVAN GOULART,1,4800000.0000
FUNDACAO NAPOLEAO LAUREANO,1,1000000.0000
FUNDACAO NORTE RIO GRANDENSE DE PESQUISA E CULTURA,1,7511793.6100
FUNDACAO PARA O VESTIBULAR DA UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA F,1,12490.0000
FUNDACAO RADIO E TELEVISAO EDUCATIVA E CULTURAL,1,967728.5000
FUNDACAO SISTEL DE SEGURIDADE SOCIAL,1,48812215.6100
FUNDACAO UNIVERSIDADE EMPRESA DE TECNOLOGIA E CIENCIAS,1,698320.0000
FUNDACAO UNIVERSITARIA DE DESENV DE EXTENSAO E PESQUISA,1,11098581.7100
FUNDAMENTO CONSTRUTORA LTDA,1,962041.3500
FUTURA CLIMATIZACAO E ENERGIA RENOVAVEL DISTRIBUIDORA COMERCIO E SERVICOS LTDA,1,208900.0000
FUTURA COMERCIO DE FERRAGENS E FERRAMENTAS LTDA,1,196899.9900
FUTURA COMERCIO DE MATERIAIS HIDRAULICOS E MONTAGENS DE REDES INDUSTRIAIS LTDA,1,232986.0000
FUTURA SERVICOS PROFISSIONAIS ADMINISTRATIVOS LTDA,1,2010345.6800
FYBERNET TELEINFORMATICA LTDA,1,1858.8000
G I EMPRESA DE SEGURANCA LTDA,1,1846452.9600
G M S ABREU E COMERCIO LTDA,1,32000.0000
FUNDACAO DE EDUCACAO TECNOLOGICA E CULTURAL DA PARAIBA FUNETEC PB,1,10791084.2400
FUNDACAO DE EMPREENDIMENTOS CIENTIFICOS E TECNOLOGICOS,1,21891301.0800
FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA,1,776508.2800
FUNDACAO DE ENSINO SUPERIOR DO VALE DO SAPUCAI,1,1600000.0000
FUNDACAO DORINA NOWILL PARA CEGOS,1,12459650.6400
FUNDACAO ESCOLA DE SOCIOLOGIA E POLITICA DE SAO PAULO,1,22110720.4700
FUNDACAO ESPIRITO SANTENSE DE TECNOLOGIA - FEST,1,420000.0000
FUNDACAO EUCLIDES DA CUNHA DE APOIO INSTITUCIONAL A UFF,1,53977297.1300
FOX STORE LTDA,1,25980.0000
"FRAC LIMPEZA, ASSEIO E CONSERVACAO PREDIAL LTDA",1,213597.2000
FRANCISCO DE ASSIS SANTANA,1,2410.0000
FRANCISCO VALDIR DE OLIVEIRA,1,1209000.0000
FRANCO LAVANDERIA LTDA,1,7801.4400
FRAZILLIO SOLUCOES DE TECNOLOGIA LTDA,1,42250.0000
FREEDOM MOTORS LTDA,1,437310.0000
FREITAS PAZIAN SERVICOS E ALIMENTACAO LTDA,1,490688.0000
FRESENIUS HEMOCARE BRASIL LTDA.,1,2250680.0000
FRESENIUS KABI BRASIL LTDA.,1,4377460.0000
FRONT ESTRUTURAS LTDA,1,421000.0000
FORMATTO REPRESENTACOES E SOLUCOES LTDA,1,2854980459.6800
FORT GAS LTDA,1,13020.0000
FORTHMED PRODUTOS MEDICOS LTDA,1,198895.2000
FORTLEV INDUSTRIA E COMERCIO DE PLASTICOS LTDA,1,84998400.0000
ECM GESTAO DOCUMENTAL LTDA,1,87984.0000
ECO AMBIENTAL CONTROLE DE PRAGAS E HIGIENIZACAO LTDA,1,35500.0000
ECO CLEAN LTDA,1,225997.2000
ECOLUTH COMERCIO E SERVICOS DE E REFRIGERACAO LTDA,1,54189.0000
ECONOMATICA SOFTWARE DE APOIO A INVESTIDORES LTDA,1,49123.2900
EMPRESA BRASILEIRA DE HEMODERIVADOS E BIOTECNOLOGIA - HEMOBRAS,1,663300000.0000
EMPRESA BRASILEIRA DE SISTEMAS DE ENSINO LTDA,1,953294.9100
EMPRESA DE TECNOLOGIA E INFORMACOES DA PREVIDENCIA - DATAPREV S.A.,1,131092895.6400
EMPRESA GERENCIAL DE PROJETOS NAVAIS,1,32850144.0400
EMPRESA LUZ E FORCA SANTA MARIA S A,1,3500.0000
ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA,1,13435.6800
ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,1,5574000.0000
ESSENCIAL SISTEMA DE SEGURANCA LTDA,1,4464261.9600
ESTALEIRO BIBI LTDA,1,6800000.0000
ESTANTE DE LIVROS EDITORA LTDA,1,826579.6000
"ESTERIFLEX INDUSTRIA, COMERCIO, SERVICOS E LOCACAO DE PRODUTOS PARA SAUDE LTDA",1,6000.0000
ESTERILIZE - PRESTACAO DE SERVICOS DE ESTERILIZACAO LTDA,1,304709.0400
ESTRADA BRASIL TRANSPORTADORA LTDA,1,449992.3200
ESTRANGEIRO INEXISTENTE NO SIASG,1,2616.4000
ESTUDIO CRIADEIRA LTDA,1,735098.7000
ETHOS ENGENHARIA DE INFRAESTRUTURA S/A,1,39014910.3400
ETICA EMPREENDIMENTO E SERVICOS TERCEIRIZADOS LTDA,1,92909.2800
ETT INFORMATICA LTDA,1,2553541.5100
EUREKA - SOLUCOES PEDAGOGICAS LTDA,1,1011694.1900
EUREKA INOVACOES EDUCACIONAIS LTDA,1,193511.3100
EURICO PARENTE MUNIZ,1,29.5000
EUROSERV BUSINESS & NEGOCIOS TERCEIRIZADOS LTDA,1,247690.0000
EUROTOOLS MAQUINAS E FERRAMENTAS LTDA,1,371400.0000
EVANDRO MARQUES DE FREITAS,1,3834433.2700
EVANGELISTA HERMENEGILDO ALVES,1,18755.0000
EVOLUCAO VET EQUIPAMENTOS VETERINARIOS LTDA,1,41146.8800
EVOLUE SERVICOS LTDA,1,84781.4900
EXITUS COMERCIAL PRODUTOS E SERVICOS LTDA,1,35215.2000
EXPANSOM COMERCIO E SERVICOS DE ACESSORIOS PARA VEICULO LTDA,1,17517.2000
EXTREME DIGITAL CONSULTORIA E REPRESENTACOES LTDA,1,2211999.0000
"EZ TECHS IMPORTADORA, EXPORTADORA E REPRESENTACOES LTDA",1,30388.0000
F B GERA & CIA LTDA,1,625964.1600
F BORGES EQUIPAMENTOS LTDA,1,29100.0000
F J PRODUTOS MEDICOS HOSPITALARES LTDA,1,121382.6000
F M S CRUZ COMERCIO E SERVICOS LTDA,1,46267.4400
F T S SERVICOS DE CONSTRUCOES E COMERCIO LTDA,1,234482.5300
F. & E. CONSTRUTORA LTDA,1,31002.7000
F.F. CONTROLE E CERTIFICACAO LTDA,1,105500.0000
F1 CONSTRUCOES E NAUTICA LTDA,1,582423.6700
FABBRICA DE IDEIAS EDITORA LTDA.,1,459273.8900
FABIANNE CRISTINY GOUVEIA SANTOS,1,7043031.9300
FABIO CLEBER DE SOUZA,1,75940.1400
FABIO DA SILVA DUARTE 00847967581,1,66516.0900
FABIO DE SOUZA SILVA,1,11315.0000
FABIO LIRA DA CUNHA,1,1568292.1600
FABRICIA & HUDSON LTDA,1,10000.0000
ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.,1,7961.2300
ENGDTP & MULTIMIDIA COMERCIO E PRESTACAO DE SERVICOS DE INFORMATICA LTDA,1,8842.5000
ENGEBIO SERVICOS TECNICOS DE ENGENHARIA LTDA,1,7800932.0700
ENGELETRICA COMERCIO E ENGENHARIA ELETRICA LTDA,1,547364.3200
ENGELTECH EQUIPAMENTOS MEDICO HOSPITALAR LTDA,1,116350.0000
ENGEMA MANUTENCOES TECNICAS LTDA,1,119650.0000
ENGEMAQ COMPONENTES PARA TRATORES LTDA,1,81.0000
"ENGEMIL - ENGENHARIA, EMPREENDIMENTOS,MANUTENCAO E INSTALACOES LTDA",1,513260.0000
ENGEPLANFER EMPREENDIMENTOS COMERCIAIS E SERVICOS LTDA,1,1612417.7300
ENGEVIG COMERCIO E SERVICOS LTDA,1,161170.5400
ENGIPEC - ENGENHARIA E CONSTRUCAO LTDA,1,392000.0000
ENGIX CONSTRUCOES E SERVICOS LTDA,1,3587000.4900
ENISA CONSTRUCOES & PROJETOS LTDA,1,322060.1200
ENTREPALAVRAS PRODUCAO DE TEXTOS LTDA,1,209880.3000
EOS CONSTRUCOES  SERVICOS E LOCACOES LTDA,1,30000.0000
EPAVI VIGILANCIA LTDA,1,389109.1200
"EPI 360 INDUSTRIA, COMERCIO, IMPORTACAO, EXPORTACAO LTDA",1,3909000.0000
EPODONTO COMERCIO E SERVICOS LTDA,1,78000.0000
EPP PUBLICACOES E PUBLICIDADE LTDA,1,427670.4000
EPPENDORF DO BRASIL LTDA,1,3846353.5400
EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,1,1799830.3800
EQUATORIAL TELECOMUNICACOES S.A.,1,25354.5700
EQUIMED EQUIPAMENTOS MEDICOS HOSPITALARES LTDA,1,13500.0000
EQUIPAER INDUSTRIA AERONAUTICA LTDA,1,423594.3000
EREMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,1,4175.0000
ERGINO FERREIRA CISCATI JUNIOR,1,630000.0000
ERGON MOBILE- COMERCIO & SERVICOS LTDA,1,274153.7000
ERICA ZACARIAS SILVA,1,79500.0000
ERICO DE SOUSA NETO,1,380160.0000
ERICSON TEIXEIRA RODRIGUES CONSTRUCOES,1,293000.0000
ERODATA CONSULTORIA E SERVICOS LTDA,1,1286999.2800
ES SERVICOS DE ENGENHARIA LTDA,1,23009.0000
ESCALA EMPRESA DE COMUNICACAO INTEGRADA LTDA,1,1137256.3500
ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA,1,109300.0000
ESCRITA COMERCIO E SERVICOS LTDA,1,3117.0000
ESCUDO INDUSTRIA E COMERCIO DE CALCADOS E E.P.I. LTDA,1,331740.0000
E-SEC TECNOLOGIA EM SEGURANCA DE DADOS LTDA,1,38000.0000
ESMARTY ESPECIALISTA EM MANUTENCAO DE ELEVADORES LTDA,1,26519.0400
ESPACO ALTERNATIVO SAUDE E BEM ESTAR LTDA,1,0.0300
ESPACO INTEGRAKIDS LTDA,1,24000.0000
ESPANDI- ESPACO DE APRENDIZAGEM NATURAL E DESENVOLVIMENTO INTELECTUAL LTDA,1,500000.0000
FULLGRAPH GRAFICA E EDITORA LTDA,1,4828.0000
FUMANCHU CHAVES E SEGURANCA ELETRONICA LTDA,1,48370.0000
FUND APOIO CULTURA ENSINO PESQUISA E EXTENSAO DE ALFENA,1,1000000.0000
FUNDACAO ANTONIO PRUDENTE,1,1.0000
FUNDACAO ARTHUR BERNARDES,1,255254.9500
FUNDACAO CEARENSE DE PESQUISA E CULTURA,1,880000.0000
FUNDACAO CENTRO DE EXCELENCIA PORTUARIA DE SANTOS - CENEP-SANTOS,1,109300.0000
"FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TECNOLOGICOS COPPETEC",1,603849.7800
"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX",1,14526376.8500
FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,1,250000.0000
FUNDACAO DE AMPARO E DESENVOLVIMENTO DA PESQUISA,1,547400.0000
"FUNDACAO DE APOIO A CIENCIA, CULTURA, ESTUDOS E PESQUISAS (FACEP)",1,90000.0000
"FUNDACAO DE APOIO A EDUCACAO, PESQUISA E DESENVOLVIMENTO CIENTIFICO E TECNOLOGIC",1,812853.2000
FUNDACAO DE APOIO A PESQUISA,1,12090217.1600
FUNDACAO DE APOIO A PESQUISA AO ENSINO E A CULTURA,1,21192829.0000
FUNDACAO DE APOIO A PESQUISA E A EXTENSAO,1,2182773.3600
"FUNDACAO DE APOIO A SERVICOS TECNICOS, ENSINO E FOMENTO A PESQUISAS - FUNDACAO A",1,1314100.0000
FUNDACAO DE APOIO A UNIVERSIDADE FEDERAL DE SAO PAULO,1,3092910.1300
FUNDACAO DE APOIO AO DESENVOLVIMENTO DA CIENCIA E TECNOLOGIA-FACTO,1,479085.9800
FUNDACAO DE APOIO AO DESENVOLVIMENTO DA COMPUTACAO CIENTIFICA - FACC,1,832000.0000
FUNDACAO DE APOIO AO DESENVOLVIMENTO DA UNIVERSIDADE FEDERAL DE PERNAMBUCO,1,1128991.7400
"FUNDACAO DE APOIO AO ENSINO,     -PESQUISA E EXTENSAO - FUNA",1,80000.0000
"FUNDACAO DE APOIO AO ENSINO, A PESQUISA E A EXTENSAO DO INSTITUTO FEDERAL DE EDU",1,250268.7800
"FUNDACAO DE APOIO AO ENSINO, PESQUISA, EXTENSAO E INTERIORIZACAO DO IFAM",1,1060616.4700
FUNDACAO DE APOIO AO HOSPITAL DAS CLINICAS DA UNIVERSIDADE FEDERAL DE GOIAS,1,2203696.0000
FUNDACAO DE APOIO CIENTIFICO E TECNOLOGICO DO TOCANTINS,1,500000.0000
FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS,1,299038.0600
"FUNDACAO DE APOIO E DESENVOLVIMENTO AO ENSINO, PESQUISA E EXTENSAO UNIVERSITARIA",1,2885538.0000
FUNDACAO DE APOIO E DESENVOLVIMENTO DA UNIVERSIDADE FEDERAL DE MATO GROSSO,1,3640000.0000
FUNDACAO DE APOIO E DESENVOLVIMENTO DO ENSINO TECNOLOGICO- FADETEC,1,726586.4500
FUNDACAO DE APOIO INST AO DESENV CIENT E TECNOLOGICO,1,515790.0000
FUNDACAO DE APOIO UNIVERSITARIO,1,761241.0000
FUNDACAO DE CIENCIA APLICACOES E TECNOLOGIA ESPACIAIS,1,338400.0000
FACHINI ENGENHARIA LTDA,1,196218.6000
FACIL TEND TUDO COMERCIO E LOCACAO DE VEICULOS LTDA,1,1258000.0000
FACILITA SERVICOS GERAIS LTDA.,1,18171.0000
FACTH SERVICOS TECNICOS E CONSERVACAO LTDA,1,5551699.5000
FACULDADES CATOLICAS,1,1085900.0000
"FADEMA - FUNDACAO DE APOIO AO DESENVOLVIMENTO DA EXTENSAO, PESQUISA, ENSINO PROF",1,620000.0000
